city,lat,lng,id
Killeen,31.0754,-97.7296,1840020854
Tallahassee,30.4551,-84.2526,1840015913
Peoria,40.752,-89.6153,1840009373
Wilmington,34.21,-77.8866,1840015576
Montgomery,32.3473,-86.2666,1840008353
Gilbert,33.3101,-111.7463,1840021947
Glendale,33.5791,-112.2311,1840020563
North Las Vegas,36.288,-115.0901,1840020363
Chesapeake,36.6778,-76.3024,1840003874
Barnstable,41.6722,-70.3599,1840031233
Norfolk,36.8945,-76.259,1840003869
Fremont,37.5265,-121.9852,1840020292
Kennewick,46.1978,-119.1732,1840018481
Garland,32.91,-96.6305,1840020707
Irving,32.8584,-96.9702,1840019438
Visalia,36.3276,-119.3269,1840021639
Atlantic City,39.3797,-74.4527,1840003798
Paradise,36.0807,-115.1369,1840033743
Nashua,42.7491,-71.491,1840002984
Arlington,38.8786,-77.1011,1840006112
Hialeah,25.8696,-80.3046,1840015157
York,39.9651,-76.7315,1840001472
Evansville,37.9881,-87.5341,1840013730
Avondale,33.3858,-112.3236,1840019310
Brownsville,25.998,-97.4565,1840019743
Gulfport,30.4271,-89.0703,1840013947
Appleton,44.2779,-88.3891,1840002400
Bremerton,47.5436,-122.7122,1840018410
Hickory,35.7425,-81.323,1840014524
Tacoma,47.2431,-122.4531,1840021129
San Bernardino,34.1417,-117.2946,1840021728
College Station,30.5852,-96.296,1840019570
Kalamazoo,42.2749,-85.5882,1840003185
Thousand Oaks,34.1914,-118.8755,1840021844
Roanoke,37.2785,-79.958,1840003858
Fontana,34.0968,-117.4599,1840020402
Moreno Valley,33.9244,-117.2045,1840020552
North Port,27.0577,-82.1975,1840015120
Fargo,46.8652,-96.8292,1840000177
Green Bay,44.515,-87.9896,1840002344
Spring Valley,36.0987,-115.2619,1840033832
Amarillo,35.1988,-101.8311,1840019156
Portland,43.6773,-70.2715,1840000327
Santa Barbara,34.4285,-119.7202,1840021829
Gainesville,29.6804,-82.3458,1840014022
Olympia,47.0417,-122.8959,1840019865
Frisco,33.1555,-96.8215,1840020654
Yonkers,40.9466,-73.8674,1840003478
Norwich,41.5495,-72.0882,1840004828
Glendale,34.1818,-118.2468,1840020483
Huntington Beach,33.696,-118.0025,1840020578
Deltona,28.905,-81.2137,1840015072
Aurora,41.7637,-88.2901,1840007034
Tempe,33.3881,-111.9318,1840021942
Overland Park,38.887,-94.687,1840003834
Grand Prairie,32.6872,-97.0209,1840020709
Sunrise Manor,36.1785,-115.049,1840033833
Waco,31.5598,-97.1881,1840022140
Salinas,36.6884,-121.6317,1840021632
Waterbury,41.5583,-73.0361,1840004851
Clarksville,36.5695,-87.342,1840014421
Cedar Rapids,41.9665,-91.6782,1840000471
Sioux Falls,43.5397,-96.732,1840002648
Huntington,38.4109,-82.4344,1840006211
Ontario,34.0393,-117.6064,1840020410
Hagerstown,39.6401,-77.7217,1840005613
Erie,42.1168,-80.0733,1840000478
Vancouver,45.6366,-122.5967,1840021189
Nampa,43.5845,-116.5631,1840020041
Spartanburg,34.9437,-81.9257,1840015482
Gastonia,35.2494,-81.1853,1840013468
Fort Lauderdale,26.1412,-80.1464,1840014236
Lorain,41.4409,-82.184,1840000644
Murfreesboro,35.8492,-86.4119,1840014495
High Point,35.9907,-79.9938,1840014479
Newport News,37.1051,-76.5185,1840003862
Rancho Cucamonga,34.1248,-117.5666,1840020411
Hemet,33.7341,-116.9969,1840020550
Santa Cruz,36.9789,-122.0346,1840021579
Danbury,41.4016,-73.471,1840004837
Peoria,33.7844,-112.2989,1840020567
Oceanside,33.2247,-117.3083,1840020623
Elk Grove,38.416,-121.3842,1840020245
Pembroke Pines,26.0128,-80.3382,1840015141
Vallejo,38.1133,-122.2358,1840021499
Garden Grove,33.7787,-117.9601,1840020577
Enterprise,36.0164,-115.2208,1840033827
Medford,42.3372,-122.8537,1840020076
Cary,35.782,-78.8191,1840016196
Marysville,48.0809,-122.1561,1840019789
Corona,33.8616,-117.5649,1840019305
Ocala,29.178,-82.1511,1840015067
Fredericksburg,38.2992,-77.4872,1840003845
Gainesville,34.2903,-83.8301,1840013612
Manchester,42.9848,-71.4447,1840002983
Bayamón,18.3793,-66.1635,1630035622
Champaign,40.1144,-88.2735,1840007239
Alexandria,38.8185,-77.0861,1840003837
Hayward,37.6328,-122.0772,1840020293
Springfield,39.771,-89.6538,1840009517
Lakewood,39.6977,-105.1168,1840020198
Lafayette,40.399,-86.8594,1840008354
Frederick,39.4336,-77.4141,1840005710
Lake Charles,30.2012,-93.2122,1840015039
Odessa,31.8831,-102.3406,1840020794
Tuscaloosa,33.2348,-87.5267,1840005563
Warner Robins,32.597,-83.6529,1840015800
Palmdale,34.5944,-118.1057,1840020502
Hollywood,26.0294,-80.1679,1840015144
Midland,32.0249,-102.1137,1840020792
Leesburg,28.7657,-81.8996,1840015083
Port Arthur,29.8554,-93.9264,1840020919
Muskegon,43.2281,-86.2563,1840002870
Macon,32.8065,-83.6974,1840043455
Kansas City,39.1234,-94.7443,1840001626
Sunnyvale,37.3836,-122.0256,1840021573
Pomona,34.0585,-117.7626,1840020507
Escondido,33.1347,-117.0722,1840020620
Pasadena,29.6583,-95.1499,1840020930
New Bedford,41.6697,-70.9428,1840003219
Fairfield,38.2592,-122.0324,1840020253
Naperville,41.7483,-88.1657,1840008143
Bellevue,47.5951,-122.1535,1840018417
Binghamton,42.1014,-75.9093,1840000460
Elkhart,41.6916,-85.9628,1840008187
Topeka,39.0346,-95.6955,1840001621
Joliet,41.5189,-88.1499,1840008192
Beaumont,30.0849,-94.1451,1840019612
Paterson,40.9147,-74.1624,1840000838
Merced,37.3057,-120.4778,1840020313
Pueblo,38.2705,-104.6112,1840020255
Tyler,32.3184,-95.3062,1840022076
Torrance,33.8346,-118.3417,1840021873
Yuma,32.5992,-114.5488,1840021998
Metairie,29.9977,-90.178,1840013994
Surprise,33.68,-112.4524,1840021941
Columbia,38.9478,-92.3256,1840007391
Athens,33.9508,-83.3689,1840029463
Roseville,38.7703,-121.3196,1840020233
Thornton,39.9197,-104.9438,1840021422
Miramar,25.9773,-80.3351,1840015137
Pasadena,34.1597,-118.139,1840020505
Mesquite,32.7623,-96.5889,1840020713
Olathe,38.8832,-94.8198,1840003833
Santa Maria,34.9334,-120.4432,1840021830
Houma,29.5799,-90.7058,1840015063
Carrollton,32.989,-96.8999,1840019436
Grand Junction,39.0876,-108.5673,1840020230
Charleston,38.3484,-81.6323,1840006196
Orange,33.8038,-117.8218,1840020582
Fullerton,33.8841,-117.9279,1840020576
Greeley,40.4151,-104.7706,1840020149
Carolina,18.4054,-65.9792,1630035637
Las Cruces,32.3265,-106.7892,1840020683
Panama City,30.1995,-85.6004,1840015034
Harlingen,26.1917,-97.6976,1840021036
West Valley City,40.6889,-112.0115,1840021389
Hampton,37.0551,-76.363,1840003866
Warren,42.4934,-83.027,1840002418
Mauldin,34.7849,-82.3005,1840015476
Bloomington,40.4757,-88.9703,1840007207
Coral Springs,26.2702,-80.2591,1840015134
Round Rock,30.5254,-97.666,1840020879
Yakima,46.5923,-120.5496,1840021154
Sterling Heights,42.5809,-83.0305,1840003094
Kent,47.3887,-122.2129,1840018424
Burlington,36.0758,-79.4686,1840013362
Bellingham,48.7543,-122.4687,1840018346
Santa Clara,37.3645,-121.968,1840021571
Racine,42.7274,-87.8135,1840002493
Greenville,35.5956,-77.3768,1840013407
Stamford,41.1035,-73.5583,1840004841
Elizabeth,40.6657,-74.1912,1840003613
Johnson City,36.3406,-82.3803,1840014462
Lynchburg,37.4003,-79.1909,1840003855
Simi Valley,34.2663,-118.749,1840021843
Fort Smith,35.3493,-94.3695,1840013456
Kenosha,42.5864,-87.8765,1840003160
Norman,35.2335,-97.3471,1840020451
South Lyon,42.4614,-83.6526,1840002432
Boulder,40.0249,-105.2523,1840018774
Abilene,32.4543,-99.7384,1840019476
Lehigh Acres,26.612,-81.6388,1840014220
Pearland,29.5585,-95.3215,1840020979
Berkeley,37.8723,-122.276,1840018914
Richardson,32.9717,-96.7093,1840020710
Redding,40.5698,-122.365,1840020141
Arvada,39.8321,-105.1511,1840018788
East Los Angeles,34.0326,-118.1691,1840019206
St. George,37.077,-113.577,1840021559
Billings,45.7891,-108.5524,1840018496
Yuba City,39.1357,-121.6381,1840021463
Rochester,44.0151,-92.4778,1840008987
Leominster,42.5209,-71.7717,1840000437
Kingsport,36.5224,-82.5453,1840014425
Duluth,46.7756,-92.1392,1840007685
Rock Hill,34.9416,-81.0244,1840014618
Gilroy,37.0047,-121.5855,1840020327
Cambridge,42.3759,-71.1185,1840000429
Sugar Land,29.5935,-95.6357,1840022217
Texas City,29.4128,-94.9658,1840022234
Iowa City,41.6559,-91.5303,1840000532
Saginaw,43.4199,-83.9501,1840002813
Chico,39.7575,-121.8152,1840018778
Dover,39.161,-75.5203,1840005810
Clearwater,27.9789,-82.7622,1840015110
Coeur d'Alene,47.7041,-116.7935,1840018402
Seaside,36.6224,-121.8191,1840021634
Independence,39.0871,-94.3501,1840008534
West Jordan,40.6024,-112.0008,1840021388
Brandon,27.9367,-82.3,1840014151
Bloomington,39.1637,-86.5257,1840007376
El Monte,34.0739,-118.0291,1840020480
North Charleston,32.9066,-80.0722,1840015164
Carlsbad,33.1247,-117.2837,1840019352
St. Cloud,45.5339,-94.1718,1840008881
Temecula,33.4928,-117.1315,1840021937
Clovis,36.8278,-119.6831,1840018944
Meridian,43.6112,-116.3968,1840020046
The Woodlands,30.1738,-95.5134,1840019585
Ponce,18.012,-66.6198,1630023669
Westminster,39.8837,-105.0624,1840021423
Costa Mesa,33.6667,-117.9135,1840019326
Monroe,32.5183,-92.0774,1840014881
Utica,43.0961,-75.226,1840002746
Pompano Beach,26.2428,-80.1312,1840015143
West Palm Beach,26.7468,-80.1316,1840015993
Waterloo,42.492,-92.3522,1840000440
Everett,47.9525,-122.1669,1840019785
El Centro,32.7867,-115.5586,1840020630
Santa Fe,35.6619,-105.9819,1840021707
Downey,33.9379,-118.1312,1840019245
Spring Hill,28.4797,-82.53,1840014105
Lowell,42.6389,-71.3217,1840000426
Centennial,39.5926,-104.8674,1840018792
Elgin,42.0385,-88.3229,1840008134
Richmond,37.9477,-122.339,1840020277
Broken Arrow,36.0365,-95.7809,1840019059
Miami Gardens,25.9433,-80.2426,1840015151
Bend,44.0562,-121.3087,1840018618
Burlington,44.4877,-73.2314,1840002310
Jurupa Valley,34.001,-117.4705,1840043419
Sandy Springs,33.9366,-84.3703,1840015609
Gresham,45.5023,-122.4413,1840019939
Lewisville,33.0452,-96.9823,1840020639
Hillsboro,45.5272,-122.9361,1840019932
San Buenaventura,34.2741,-119.2314,1840037414
Jacksonville,34.7288,-77.3941,1840014653
Pottstown,40.2507,-75.6444,1840001373
Inglewood,33.9566,-118.3444,1840019237
League City,29.4873,-95.1087,1840020973
Eau Claire,44.8199,-91.4949,1840002296
Turlock,37.5053,-120.8588,1840021533
Temple,31.1076,-97.3894,1840022154
Sioux City,42.4959,-96.3901,1840000447
Salisbury,38.3756,-75.5867,1840006219
Davie,26.0789,-80.287,1840017272
Daly City,37.6862,-122.4685,1840018926
Highlands Ranch,39.5419,-104.9708,1840028579
Allen,33.1088,-96.6735,1840019396
West Covina,34.0555,-117.9112,1840021876
Sparks,39.5729,-119.7157,1840021337
Wichita Falls,33.9072,-98.5291,1840021923
San Mateo,37.5521,-122.3122,1840021551
Columbia,39.2004,-76.859,1840005803
Norwalk,33.9069,-118.0829,1840020501
Rialto,34.1174,-117.3894,1840020407
Manteca,37.7927,-121.2264,1840020265
Arden-Arcade,38.6034,-121.381,1840036690
El Cajon,32.8017,-116.9605,1840020618
Burbank,34.1879,-118.3235,1840019233
Longmont,40.1686,-105.1005,1840020178
Renton,47.4784,-122.1919,1840019827
Vista,33.1896,-117.2386,1840021994
Logan,41.74,-111.8419,1840020108
Prescott Valley,34.5983,-112.3176,1840021772
Vacaville,38.359,-121.968,1840021498
Edinburg,26.3197,-98.1596,1840021020
Carmel,39.965,-86.146,1840007260
Spokane Valley,47.6626,-117.2346,1840021094
San Angelo,31.4424,-100.4506,1840022146
La Crosse,43.824,-91.2268,1840002577
Idaho Falls,43.4872,-112.0362,1840018644
Holland,42.7677,-86.0985,1840002996
Charlottesville,38.0375,-78.4855,1840001678
Longview,32.5193,-94.7621,1840020746
Tracy,37.7269,-121.4522,1840021518
Boca Raton,26.3752,-80.108,1840014207
Lafayette,39.9949,-105.0997,1840020180
Lee's Summit,38.9172,-94.3816,1840032155
Rio Rancho,35.2872,-106.6981,1840020387
South Fulton,33.6269,-84.5802,1840029465
Beaverton,45.4779,-122.8168,1840018556
Lawrence,38.9597,-95.2641,1840001632
Bismarck,46.8144,-100.7694,1840001926
Orem,40.2983,-111.6992,1840020171
Middletown,39.5032,-84.366,1840003804
San Tan Valley,33.1879,-111.5472,1840027990
San Marcos,33.135,-117.1744,1840021991
Sandy,40.571,-111.8505,1840037422
Federal Way,47.3091,-122.3358,1840019826
Mandeville,30.3751,-90.0904,1840015909
Hesperia,34.3975,-117.3147,1840020404
Brockton,42.0821,-71.0242,1840000467
Compton,33.893,-118.2275,1840019240
Riverview,27.8227,-82.3023,1840014158
Fishers,39.9589,-85.9661,1840010496
Sunrise,26.1547,-80.2997,1840016000
Bowling Green,36.9719,-86.4373,1840013265
Roswell,34.0391,-84.3513,1840014741
Menifee,33.6909,-117.1849,1840022903
Plantation,26.126,-80.2617,1840015142
Dover,43.1887,-70.8845,1840002808
Quincy,42.2516,-71.0183,1840000461
Portsmouth,36.8468,-76.354,1840003872
Chino,33.9836,-117.6654,1840019114
Lynn,42.4779,-70.9663,1840000409
Edmond,35.6689,-97.4159,1840020423
Hanford,36.3274,-119.6549,1840020382
Dearborn,42.3127,-83.2129,1840003969
Livonia,42.3972,-83.3733,1840003985
South Gate,33.9448,-118.1926,1840021870
Vineland,39.4653,-74.9981,1840001551
Florence,34.1781,-79.7877,1840013643
Portsmouth,43.058,-70.7826,1840002932
Slidell,30.2881,-89.7826,1840015911
Lawton,34.6176,-98.4203,1840020477
Kirkland,47.6974,-122.2054,1840019836
Missoula,46.875,-114.0214,1840019840
Auburn,32.6087,-85.4899,1840013810
Rapid City,44.0716,-103.2204,1840002180
Terre Haute,39.4654,-87.3763,1840009671
Suffolk,36.6953,-76.6398,1840003873
Blacksburg,37.23,-80.4279,1840006446
Mount Pleasant,32.8538,-79.8204,1840017286
Carson,33.8374,-118.2559,1840019214
Conroe,30.3239,-95.4825,1840019586
Alafaya,28.5278,-81.1865,1840029102
Livermore,37.6862,-121.7608,1840020294
Westminster,33.7523,-117.9938,1840021969
Germantown,39.1755,-77.2643,1840005840
Santa Monica,34.0232,-118.4813,1840021866
New Braunfels,29.6994,-98.1148,1840021341
Fall River,41.7137,-71.1014,1840000497
Albany,31.5776,-84.1762,1840013864
Miami Beach,25.8171,-80.1396,1840015150
Norwalk,41.1144,-73.4215,1840004839
San Leandro,37.7071,-122.1601,1840021538
O'Fallon,38.785,-90.7175,1840008571
Newton,42.3316,-71.2085,1840000433
Muncie,40.1989,-85.395,1840008365
Citrus Heights,38.6948,-121.288,1840018845
State College,40.7909,-77.8568,1840000830
Town 'n' Country,28.0108,-82.576,1840029089
Decatur,39.8556,-88.9337,1840007269
Jackson,42.2431,-84.4037,1840003173
Fort Myers,26.6195,-81.8303,1840014226
Goodyear,33.2613,-112.3622,1840020564
Dalton,34.769,-84.9712,1840014651
Bryan,30.6657,-96.3668,1840019569
Waukegan,42.3697,-87.8716,1840010113
Hawthorne,33.9146,-118.3476,1840020486
Anderson,40.0891,-85.6893,1840007242
Redwood City,37.5026,-122.2252,1840020304
Hoover,33.3754,-86.8064,1840014795
Lake Forest,33.6606,-117.6712,1840020591
Napa,38.2976,-122.3011,1840020241
Whittier,33.9678,-118.0188,1840021878
Clifton,40.8631,-74.1575,1840003511
Largo,27.9088,-82.7711,1840015114
Bloomington,44.8306,-93.3151,1840006747
Johns Creek,34.0333,-84.2027,1840014742
Newport Beach,33.6151,-117.8669,1840020581
Mission,26.2041,-98.3251,1840021026
Milpitas,37.4339,-121.8921,1840020329
Troy,42.5818,-83.1457,1840002434
Madera,36.9631,-120.0782,1840020300
Joplin,37.0758,-94.5018,1840008771
Chino Hills,33.9508,-117.7253,1840019115
Alhambra,34.084,-118.1355,1840019222
Franklin,35.9216,-86.8525,1840013380
Melbourne,28.1085,-80.6627,1840015960
Port Huron,42.9822,-82.4387,1840003953
Springfield,39.9297,-83.7957,1840003765
Mountain View,37.4,-122.0796,1840020332
Zephyrhills,28.2408,-82.1796,1840015968
St. Augustine,29.8977,-81.31,1840015935
Flagstaff,35.1872,-111.6195,1840020335
Buena Park,33.8572,-118.0046,1840019324
Pleasanton,37.6663,-121.8805,1840020298
Silver Spring,39.0028,-77.0207,1840005845
Atascocita,29.9777,-95.1953,1840018251
Westland,42.3192,-83.3805,1840001847
Auburn,47.3039,-122.2108,1840018416
Cranston,41.7658,-71.4857,1840003287
Somerville,42.3908,-71.1013,1840003123
Folsom,38.6668,-121.1422,1840020246
Springdale,36.1899,-94.1574,1840015336
Deerfield Beach,26.305,-80.1277,1840015136
Warwick,41.7062,-71.4334,1840003344
Cicero,41.8445,-87.7593,1840009186
Farmington Hills,42.486,-83.3771,1840002442
Newark,40.0705,-82.4251,1840001419
Williamsburg,37.2692,-76.7076,1840001720
Brooklyn Park,45.1112,-93.3505,1840004023
Hattiesburg,31.3074,-89.317,1840013878
Alexandria,31.2923,-92.4702,1840013873
Lawrence,42.7003,-71.1626,1840000408
Florence,34.8303,-87.6654,1840002083
Valdosta,30.8502,-83.2788,1840015894
Plymouth,45.0225,-93.4618,1840008929
Buckeye,33.4314,-112.6429,1840021939
Georgetown,30.6668,-97.6953,1840020875
Cheyenne,41.1351,-104.79,1840018713
Cedar Park,30.5106,-97.8196,1840019572
The Villages,28.9021,-81.9888,1840014065
Kokomo,40.464,-86.1277,1840013844
Tustin,33.7309,-117.8106,1840021967
Lakewood,33.8471,-118.1221,1840020515
Perris,33.7899,-117.2233,1840020557
St. Joseph,39.7599,-94.821,1840009549
Flower Mound,33.0344,-97.1146,1840022010
Pharr,26.1685,-98.1904,1840021030
Pine Hills,28.5818,-81.4693,1840014098
Alton,38.9034,-90.1523,1840007424
Loveland,40.4166,-105.0623,1840020152
Boynton Beach,26.5281,-80.0811,1840014208
New Rochelle,40.9305,-73.7836,1840000782
Anderson,34.5211,-82.6479,1840013579
Jonesboro,35.8212,-90.6791,1840014507
Lebanon,40.3412,-76.4227,1840001347
Parma,41.3843,-81.7286,1840003406
Layton,41.0769,-111.9621,1840020145
Elizabethtown,37.703,-85.877,1840013218
Texarkana,33.4487,-94.0815,1840021987
Alameda,37.767,-122.2672,1840018913
Kankakee,41.1019,-87.8643,1840008260
Watsonville,36.9206,-121.7706,1840021581
Porterville,36.0644,-119.0338,1840020368
Baytown,29.7586,-94.9669,1840019616
Upland,34.1178,-117.6603,1840021730
Davis,38.5552,-121.7365,1840018833
Camarillo,34.223,-119.0322,1840019201
South Jordan,40.557,-111.9782,1840021385
Battle Creek,42.2986,-85.2296,1840003176
Bellflower,33.888,-118.1271,1840019230
San Marcos,29.8736,-97.9381,1840022188
San Ramon,37.7625,-121.9365,1840021530
Lake Jackson,29.0516,-95.4522,1840020980
Bethlehem,40.6266,-75.3679,1840000986
Wyoming,42.8909,-85.7066,1840000374
Oshkosh,44.0228,-88.5619,1840002246
Hammond,41.6169,-87.491,1840007092
Waldorf,38.6085,-76.9195,1840006175
Missouri City,29.563,-95.5365,1840020950
Pasco,46.2506,-119.1304,1840019888
Wheeling,40.0752,-80.6951,1840005510
Kendall,25.6697,-80.3556,1840014244
Baldwin Park,34.0829,-117.9721,1840019227
Rancho Cordova,38.574,-121.2523,1840020248
Conway,35.0754,-92.4694,1840014598
Gary,41.5906,-87.3472,1840008194
Altoona,40.5082,-78.4007,1840001080
Lodi,38.1218,-121.2932,1840020263
Arlington Heights,42.0955,-87.9825,1840011243
Bolingbrook,41.6903,-88.1019,1840011482
Rochester Hills,42.6645,-83.1563,1840002429
Winchester,39.1735,-78.1746,1840001623
Framingham,42.3085,-71.4368,1840003131
Hilton Head Island,32.1896,-80.7499,1840016974
